SaleMonth,SaleYear,SalePrice,Sqft,Bed,Bath
5,2007,184900,1772,3,2.5
5,2007,117500,2210,5,2.0
5,2007,104500,968,2,1.0
5,2007,110000,1382,1,2.0
5,2007,144000,1167,3,1.0
5,2007,210000,1635,3,1.5
5,2007,137500,1513,4,1.5
5,2007,102000,986,2,1.0
5,2007,200000,2264,4,2.5
5,2007,161000,2180,3,1.5
5,2007,128500,1382,2,1.5
5,2007,165000,1020,3,2.0
5,2007,129000,913,3,1.0
5,2007,125000,894,3,1.0
5,2007,108000,948,3,1.0
5,2007,119900,868,2,1.0
5,2007,129000,894,3,1.0
5,2007,158000,2654,4,3.0
5,2007,89500,998,3,1.0
5,2007,154000,1626,3,1.5
5,2007,118000,864,3,1.0
5,2007,179900,1442,3,2.0
5,2007,194000,1240,2,2.0
5,2007,207000,1873,3,2.5
5,2007,279000,1743,0,0.5
5,2007,175000,1308,3,2.5
5,2007,211000,1796,3,2.5
5,2007,204750,1786,3,2.5
5,2007,267000,2452,4,2.5
5,2007,168675,1491,3,2.5
5,2007,94750,960,3,1.0
5,2007,118500,816,3,1.0
5,2007,148000,1113,3,1.5
5,2007,171500,1408,3,2.5
5,2007,140000,1072,2,1.0
5,2007,79000,774,3,1.0
5,2007,110000,894,3,1.0
5,2007,112000,1346,2,1.5
5,2007,201000,1560,3,1.5
5,2007,141000,1215,3,1.0
5,2007,118400,1012,2,1.0
5,2007,210000,1478,3,2.0
5,2007,187500,1146,3,2.0
5,2007,186700,1572,3,1.5
5,2007,283463,1776,3,2.0
5,2007,85500,1092,3,1.5
5,2007,93900,1092,3,1.5
5,2007,146800,1062,3,1.0
5,2007,196000,1676,3,1.5
5,2007,139000,816,2,1.0
6,2007,176000,1253,3,2.0
6,2007,591587,2338,4,2.5
6,2007,195000,2030,4,2.5
6,2007,175000,1743,3,2.0
6,2007,184000,1479,4,1.5
6,2007,123000,872,3,1.0
6,2007,110000,858,2,1.0
6,2007,133000,767,1,1.0
6,2007,322400,1694,3,2.0
6,2007,260116,2152,3,2.5
6,2007,372000,1802,3,2.5
6,2007,354000,2468,4,2.5
6,2007,194700,1362,2,2.0
6,2007,207000,1362,2,2.0
6,2007,176000,1536,3,2.5
6,2007,198444,1746,3,2.5
6,2007,203000,1326,3,2.0
6,2007,172500,1258,2,2.0
6,2007,175000,1374,3,2.5
6,2007,187000,1690,3,2.5
6,2007,384500,2551,4,2.5
6,2007,248000,2285,4,2.5
6,2007,269790,2013,3,2.5
6,2007,290000,2520,4,2.5
6,2007,255000,1636,3,2.0
6,2007,248328,1689,3,2.0
6,2007,225000,1496,3,2.0
6,2007,210400,1335,3,2.0
6,2007,265000,2443,4,2.5
6,2007,146000,1100,3,1.5
6,2007,181000,1486,3,2.0
6,2007,145000,1040,3,1.5
6,2007,302000,2810,4,2.5
6,2007,164700,1250,2,2.5
6,2007,176000,1458,2,2.5
6,2007,168500,1512,2,2.5
6,2007,177000,1525,3,2.5
6,2007,239000,1950,3,2.5
6,2007,312500,2362,3,2.5
6,2007,194000,1432,2,1.5
6,2007,240050,2411,4,2.5
6,2007,136905,1680,4,2.0
6,2007,156000,1073,3,1.5
6,2007,144000,1344,2,1.0
6,2007,145000,1138,3,1.0
6,2007,120000,912,2,1.0
6,2007,181900,1429,3,1.0
6,2007,165000,1977,4,1.5
6,2007,146500,1644,3,1.5
6,2007,175000,1280,3,2.0
6,2007,120000,1144,3,1.0
6,2007,135000,1048,3,1.0
6,2007,130000,1411,3,1.0
6,2007,136000,1040,3,1.0
6,2007,127000,925,3,1.0
6,2007,132000,928,2,1.0
6,2007,112500,924,2,1.0
6,2007,156000,1728,3,1.0
6,2007,135000,1174,2,1.0
6,2007,120000,1183,2,1.5
6,2007,114000,1232,3,1.0
6,2007,153500,1559,2,1.0
6,2007,169500,1818,4,1.5
6,2007,139400,1108,3,1.0
6,2007,87000,840,3,1.0
6,2007,134500,943,2,1.0
6,2007,302000,1824,2,2.0
6,2007,243000,2158,4,2.0
6,2007,120000,1340,3,1.0
6,2007,225000,2243,4,2.5
6,2007,360000,2140,3,2.5
6,2007,217000,1546,3,2.0
6,2007,212999,1500,3,2.0
6,2007,277000,2144,4,2.0
6,2007,240000,1953,3,2.5
6,2007,226000,1479,3,2.0
6,2007,160000,1009,3,2.0
6,2007,213000,1932,3,2.5
6,2007,228000,1592,3,2.0
6,2007,211000,1992,3,2.5
6,2007,179400,1476,3,2.5
6,2007,167000,1536,3,2.5
6,2007,110000,1088,2,1.0
6,2007,110000,1179,2,1.0
6,2007,157000,1090,2,1.5
6,2007,96500,789,2,1.0
6,2007,175000,1768,3,1.5
6,2007,148500,1098,2,1.0
6,2007,189950,1426,3,1.5
6,2007,119750,954,2,1.0
6,2007,153500,1226,2,1.5
6,2007,257500,1839,3,2.0
6,2007,170000,1680,4,2.0
6,2007,100000,1123,3,1.0
6,2007,152000,1558,4,1.5
6,2007,119600,1991,4,2.0
6,2007,156000,912,2,1.0
6,2007,134000,1080,3,1.5
6,2007,130000,2034,2,1.0
6,2007,140000,936,0,0.5
6,2007,143000,1632,4,2.0
6,2007,129900,1060,3,1.0
6,2007,157000,1432,3,1.5
6,2007,129500,845,2,1.0
6,2007,135000,1178,3,1.5
6,2007,124500,816,2,1.0
7,2007,177000,1470,3,2.0
7,2007,163900,1482,3,2.5
7,2007,168000,1642,3,2.5
7,2007,377426,1922,3,2.0
7,2007,349265,2541,4,3.5
7,2007,148000,1032,3,2.0
7,2007,119500,950,3,1.0
7,2007,128000,914,2,1.0
7,2007,155000,1337,2,2.0
7,2007,155000,1548,3,2.5
7,2007,314813,1828,3,2.0
7,2007,395000,1973,3,2.0
7,2007,440000,1976,2,2.0
7,2007,178900,1484,3,2.5
7,2007,179540,1456,3,2.5
7,2007,177594,1456,3,2.5
7,2007,215000,1959,4,2.5
7,2007,211000,1948,4,2.5
7,2007,219500,1995,4,2.5
7,2007,745000,4476,4,3.5
7,2007,410000,3078,4,2.5
7,2007,260261,1542,3,2.0
7,2007,250000,1977,3,2.5
7,2007,212109,1588,3,3.0
7,2007,249700,1656,3,2.0
7,2007,201000,1721,3,2.5
7,2007,179200,1575,2,2.0
7,2007,128000,1266,2,1.5
7,2007,132500,970,2,1.0
7,2007,294000,2167,3,2.5
7,2007,214000,1378,2,2.0
7,2007,207500,1550,2,2.5
7,2007,218000,1437,3,2.0
7,2007,213750,1295,1,1.0
7,2007,188500,1594,2,2.0
7,2007,143000,1214,3,2.0
7,2007,126500,1065,3,1.5
7,2007,106500,882,3,1.0
7,2007,224500,2154,5,2.5
7,2007,200000,1652,3,1.5
7,2007,150750,1327,3,1.0
7,2007,64000,670,2,1.0
7,2007,112000,808,2,1.0
7,2007,137000,1920,4,2.0
7,2007,114500,912,2,1.0
7,2007,144000,1524,3,1.5
7,2007,142100,1053,3,1.0
7,2007,139400,1056,3,1.0
7,2007,142000,1154,3,1.5
7,2007,109000,1034,2,1.0
7,2007,148000,1534,3,1.5
7,2007,122900,924,3,1.0
7,2007,129000,864,3,1.0
7,2007,152000,1040,3,1.0
7,2007,141000,1800,6,2.0
7,2007,99000,925,3,1.0
7,2007,187000,1851,3,2.5
7,2007,169500,1812,4,2.0
7,2007,127500,1296,3,1.0
7,2007,99900,967,2,1.0
7,2007,108500,960,2,1.0
7,2007,100000,968,2,1.0
7,2007,125000,1472,3,1.0
7,2007,124500,1358,3,1.5
7,2007,159500,2554,3,1.5
7,2007,113000,884,2,1.0
7,2007,132000,1322,4,1.0
7,2007,131750,1426,3,1.0
7,2007,132000,854,2,1.0
7,2007,180500,1824,3,1.0
7,2007,153575,1396,3,1.0
7,2007,109900,1196,2,1.0
7,2007,108500,1282,2,1.0
7,2007,115400,1005,3,1.0
7,2007,129000,912,3,1.0
7,2007,165250,1302,2,1.5
7,2007,216000,1325,3,2.0
7,2007,109900,1242,2,1.0
7,2007,255000,2422,4,3.0
7,2007,86000,605,2,1.0
7,2007,130000,1038,2,2.0
7,2007,136500,1480,4,1.0
7,2007,220000,1958,3,2.5
7,2007,155835,1456,3,2.5
7,2007,175900,1270,2,2.0
7,2007,187500,2087,5,2.5
7,2007,146000,990,3,1.0
7,2007,147900,1097,3,1.5
7,2007,217500,1842,3,2.5
7,2007,153500,1025,3,2.0
7,2007,305900,2000,3,2.0
7,2007,285000,1668,3,2.0
7,2007,219500,1928,4,2.5
7,2007,167840,1330,3,2.0
7,2007,122000,1351,3,1.0
7,2007,98500,1195,4,2.0
7,2007,125000,768,2,1.0
7,2007,135000,1461,3,1.0
7,2007,259500,2320,3,2.5
7,2007,219500,1740,3,1.5
7,2007,245000,1409,1,1.5
7,2007,170000,1328,2,1.5
7,2007,257000,2279,4,2.5
7,2007,174000,1240,3,2.0
7,2007,204000,1756,3,2.5
7,2007,279900,2486,5,3.5
7,2007,106500,992,2,1.0
7,2007,153500,1008,1,1.0
8,2007,169000,1600,3,2.5
8,2007,251000,1652,2,2.0
8,2007,178750,1553,3,2.5
8,2007,204000,2299,5,3.5
8,2007,160000,1187,3,2.0
8,2007,212000,1321,1,1.0
8,2007,151500,1177,3,2.0
8,2007,192350,1353,2,2.0
8,2007,122500,1365,2,1.5
8,2007,356000,1816,3,2.0
8,2007,450000,2046,2,2.5
8,2007,280000,2172,3,2.5
8,2007,500067,2290,2,2.5
8,2007,342000,2956,5,2.5
8,2007,281500,1818,3,2.5
8,2007,204000,1302,1,1.5
8,2007,209500,1554,2,2.0
8,2007,277500,1561,2,2.0
8,2007,176485,1302,3,2.0
8,2007,181134,1340,3,2.0
8,2007,173500,1258,3,2.0
8,2007,185485,1266,2,2.0
8,2007,175000,1647,3,2.5
8,2007,162000,1320,3,2.5
8,2007,315750,2398,3,2.5
8,2007,282922,1464,3,2.0
8,2007,307000,1694,3,2.0
8,2007,303477,2610,4,2.5
8,2007,227875,1761,3,3.0
8,2007,215000,1494,3,2.0
8,2007,125500,902,3,1.0
8,2007,129000,1037,2,1.0
8,2007,194000,1352,2,2.0
8,2007,301000,2048,3,2.5
8,2007,187000,1855,3,2.5
8,2007,190000,2620,4,3.0
8,2007,255000,2075,3,2.5
8,2007,139900,1422,3,1.0
8,2007,140500,1187,2,1.0
8,2007,147000,1374,3,1.0
8,2007,129000,2380,3,2.5
8,2007,139000,1056,3,1.0
8,2007,129500,1216,3,1.0
8,2007,115000,1540,4,1.0
8,2007,128500,1281,1,2.0
8,2007,64500,968,4,2.0
8,2007,128500,952,3,1.0
8,2007,140000,936,2,1.0
8,2007,100000,1047,2,1.0
8,2007,110500,866,2,1.0
8,2007,136500,1060,1,1.0
8,2007,132500,1281,2,1.0
8,2007,136000,2526,5,2.0
8,2007,112000,1416,3,2.0
8,2007,80000,943,3,1.0
8,2007,150000,1440,4,2.0
8,2007,301000,2730,4,2.5
8,2007,279500,1494,3,2.0
8,2007,139500,1022,3,1.0
8,2007,177500,1200,3,2.0
8,2007,123600,990,3,1.0
8,2007,131000,894,3,1.0
8,2007,228500,2169,3,2.5
8,2007,200000,1729,3,2.5
8,2007,118500,936,2,1.0
8,2007,108500,865,2,1.0
8,2007,165000,1502,3,1.5
8,2007,146500,1298,2,2.0
8,2007,164000,1646,4,2.0
8,2007,145000,1958,4,2.0
8,2007,145000,2002,4,2.0
8,2007,315000,2726,2,2.5
8,2007,115000,1517,3,2.0
8,2007,140000,1073,3,1.0
8,2007,134000,1142,3,1.5
9,2007,207500,2090,3,2.0
9,2007,213000,1664,3,2.0
9,2007,170000,1220,2,2.0
9,2007,155000,1422,3,1.0
9,2007,319500,2100,3,2.5
9,2007,221370,1324,2,2.0
9,2007,263000,2202,4,2.5
9,2007,213133,1369,3,2.0
9,2007,235876,1528,3,4.0
9,2007,311872,1726,3,2.0
9,2007,176500,1501,3,2.5
9,2007,177000,1573,3,2.5
9,2007,143450,1152,3,1.5
9,2007,175500,1242,3,1.5
9,2007,141000,936,2,1.0
9,2007,135000,2080,5,2.0
9,2007,90000,2337,5,2.0
9,2007,140000,1344,3,1.5
9,2007,113000,1173,3,2.0
9,2007,117000,1214,2,1.0
9,2007,50000,1484,3,2.0
9,2007,211000,2060,4,2.5
9,2007,250000,1651,3,2.0
9,2007,246500,1651,3,2.0
9,2007,195400,1208,2,2.0
9,2007,180000,1668,3,2.5
9,2007,120000,879,3,1.0
9,2007,127000,864,3,1.0
9,2007,192000,1459,3,2.0
9,2007,61500,1152,2,2.0
9,2007,359100,3194,4,2.5
9,2007,215000,1488,3,2.0
9,2007,129850,1601,3,2.0
9,2007,75200,816,2,1.0
9,2007,330000,1502,1,1.5
9,2007,267300,1564,2,2.0
9,2007,392000,1824,3,2.0
9,2007,188000,1356,3,2.0
9,2007,138000,796,2,1.0
9,2007,93500,974,3,1.0
10,2007,268000,2217,4,2.0
10,2007,225000,1733,3,2.5
10,2007,170000,1088,2,1.5
10,2007,182000,1179,2,2.0
10,2007,392000,1419,2,2.0
10,2007,455000,2042,3,2.0
10,2007,133000,914,3,1.0
10,2007,177000,1337,2,2.0
10,2007,479069,2552,3,2.0
10,2007,317000,2473,4,2.5
10,2007,202500,1370,2,2.0
10,2007,165500,1394,3,2.5
10,2007,419005,1966,1,2.0
10,2007,147000,1143,3,1.5
10,2007,144000,2020,4,2.0
10,2007,128500,988,3,1.0
10,2007,163500,1200,3,2.0
10,2007,158000,1302,3,2.0
10,2007,138500,908,2,1.0
10,2007,144000,1150,2,1.0
10,2007,172000,1651,4,2.0
10,2007,130000,936,3,1.0
10,2007,152000,1616,3,2.0
10,2007,90000,1316,4,1.0
10,2007,150000,1299,3,1.0
10,2007,137000,1176,3,1.0
10,2007,383970,2696,4,2.5
10,2007,200141,1316,3,2.0
10,2007,191000,1795,3,2.5
10,2007,117000,875,3,1.0
10,2007,185000,1337,3,2.0
10,2007,173500,1190,2,2.0
10,2007,183850,5095,2,2.5
10,2007,184750,4676,3,3.5
10,2007,79275,864,3,1.0
10,2007,119000,948,3,1.0
10,2007,238000,1718,4,2.5
10,2007,140000,1355,3,2.0
10,2007,217000,2259,3,2.0
10,2007,375000,1625,2,2.0
10,2007,244000,1501,2,2.0
11,2007,155000,1424,3,1.5
11,2007,190000,1969,3,2.5
11,2007,197000,1725,3,2.5
11,2007,197900,1935,3,2.5
11,2007,178900,1877,4,2.5
11,2007,129250,988,3,1.0
11,2007,318000,1734,3,2.0
11,2007,345474,2122,2,2.5
11,2007,325624,2161,3,1.5
11,2007,226500,1589,2,2.0
11,2007,259000,1530,3,2.0
11,2007,181000,1690,3,2.5
11,2007,290000,2531,4,2.5
11,2007,208900,1338,3,2.0
11,2007,255000,1792,3,2.5
11,2007,199900,1241,1,1.5
11,2007,174000,1441,2,2.5
11,2007,158500,1093,3,2.0
11,2007,119000,1728,6,2.0
11,2007,124000,932,2,1.0
11,2007,301600,3086,4,3.5
11,2007,119200,1082,2,1.0
11,2007,102000,1238,3,1.5
11,2007,156500,1377,3,1.0
11,2007,144100,1650,3,2.0
11,2007,133900,2291,4,2.0
11,2007,127500,1367,3,1.0
11,2007,158450,1452,2,1.0
11,2007,238000,2127,4,2.5
11,2007,276000,2574,3,2.5
11,2007,131500,848,1,1.0
11,2007,179600,1422,3,2.0
11,2007,139000,1250,3,2.0
11,2007,239000,2624,4,2.5
11,2007,188000,1755,4,2.0
11,2007,67000,1077,2,1.0
11,2007,124900,1001,2,1.0
11,2007,248900,1646,3,2.0
11,2007,178000,1491,3,2.0
11,2007,270000,1629,3,2.0
11,2007,80000,1608,3,1.0
12,2007,139000,1109,3,1.0
12,2007,113700,1218,4,1.5
12,2007,318000,1694,3,2.0
12,2007,492000,2656,3,2.5
12,2007,318061,1869,2,2.0
12,2007,166000,1504,3,2.5
12,2007,170000,1430,3,2.5
12,2007,227000,1588,3,2.0
12,2007,260000,1538,3,2.0
12,2007,270000,1959,3,2.5
12,2007,310013,1880,3,2.5
12,2007,340000,2466,4,3.0
12,2007,179000,1349,3,2.0
12,2007,144000,884,2,1.0
12,2007,204000,1358,3,2.0
12,2007,131000,1008,3,1.0
12,2007,128600,1560,4,2.0
12,2007,125500,864,2,1.0
12,2007,141000,1375,3,1.5
12,2007,187000,1375,3,1.0
12,2007,240000,2090,3,2.5
12,2007,131750,960,2,1.0
12,2007,315000,2727,3,2.5
12,2007,123900,1045,2,1.0
12,2007,87000,803,2,1.0
12,2007,235000,1625,2,2.0
12,2007,215000,1392,3,2.0
12,2007,265900,1484,2,2.0
12,2007,239000,1571,3,2.0
12,2007,147000,1120,3,1.0
12,2007,84500,630,1,1.0
12,2007,124500,887,3,1.0
1,2008,317500,1582,3,2.0
1,2008,372402,1710,2,2.0
1,2008,421250,2649,4,2.5
1,2008,214000,1933,4,2.5
1,2008,119916,864,3,1.0
1,2008,328900,1709,2,2.0
1,2008,118000,1077,2,1.0
1,2008,146000,1824,5,2.0
1,2008,111000,1360,2,1.0
1,2008,150000,2009,4,2.0
1,2008,127000,1285,2,1.0
1,2008,108959,1258,0,1.0
1,2008,95541,1140,3,1.0
1,2008,125600,1079,2,1.0
1,2008,260000,1518,2,1.0
1,2008,107500,1347,3,1.0
1,2008,124900,780,2,1.0
1,2008,274000,1947,3,2.5
1,2008,179900,1234,3,2.0
1,2008,149000,848,1,1.0
1,2008,160000,5642,3,2.5
1,2008,120000,1053,2,1.5
1,2008,147500,1264,3,1.0
1,2008,55000,796,2,1.0
1,2008,165500,1955,4,2.0
1,2008,275000,1646,2,2.0
1,2008,264966,1780,3,2.5
1,2008,298751,1728,3,2.0
1,2008,103000,1836,4,2.0
2,2008,103400,987,2,1.5
2,2008,615000,2470,1,1.5
2,2008,219500,1342,2,2.0
2,2008,184000,1490,3,2.5
2,2008,297900,1874,3,2.5
2,2008,226700,1768,3,2.5
2,2008,146000,1392,2,2.0
2,2008,345000,2393,2,2.5
2,2008,141500,1496,3,2.0
2,2008,94000,876,2,1.0
2,2008,120000,1027,2,1.0
2,2008,139500,1627,4,2.0
2,2008,129400,1540,3,1.5
2,2008,129500,1040,3,1.0
2,2008,229000,2037,3,2.5
2,2008,225000,1511,3,2.0
2,2008,145000,990,3,1.0
2,2008,145000,848,1,1.0
2,2008,208500,1710,3,2.5
2,2008,218836,1564,3,2.0
2,2008,160500,1398,3,1.5
2,2008,149000,1502,3,1.5
2,2008,120500,778,2,1.0
2,2008,13100,733,2,1.0
2,2008,171500,1279,3,2.0
2,2008,146000,1092,2,1.0
2,2008,152500,1160,3,1.0
2,2008,113000,988,2,1.0
3,2008,220000,1782,3,2.0
3,2008,175000,1126,3,2.0
3,2008,185000,2044,3,2.5
3,2008,412500,2668,3,2.5
3,2008,159895,1266,2,2.0
3,2008,187687,1246,2,2.0
3,2008,170000,1162,3,2.0
3,2008,153900,1199,2,2.0
3,2008,171900,1250,2,2.5
3,2008,146000,1392,2,2.0
3,2008,160000,1252,2,2.5
3,2008,98000,1014,2,1.0
3,2008,171000,1716,4,1.5
3,2008,150000,1588,3,1.5
3,2008,46500,407,1,1.0
3,2008,132000,1450,3,1.0
3,2008,162500,1716,4,2.0
3,2008,89500,1406,3,1.0
3,2008,120000,1073,3,1.0
3,2008,152000,1126,2,1.0
3,2008,235000,1252,1,1.0
3,2008,192000,2022,4,2.5
3,2008,256000,1663,2,1.0
3,2008,95000,1111,3,1.0
3,2008,177439,1356,3,2.5
3,2008,195000,1643,2,2.0
3,2008,237000,2031,3,2.5
3,2008,136500,848,1,1.0
3,2008,135900,1716,6,2.0
3,2008,140000,1482,4,2.0
3,2008,177000,1680,4,2.0
3,2008,115000,1639,3,1.0
3,2008,110000,1374,3,1.0
3,2008,180000,1256,3,2.0
3,2008,98000,1092,3,2.5
4,2008,187500,1604,3,2.5
4,2008,183000,1633,3,2.5
4,2008,188500,1337,2,2.0
4,2008,159900,1444,2,2.0
4,2008,111250,864,3,1.0
4,2008,100500,987,2,1.5
4,2008,274000,1518,1,1.5
4,2008,193000,1593,3,2.5
4,2008,176000,1414,3,2.5
4,2008,339750,2078,3,2.5
4,2008,230348,1218,2,2.0
4,2008,141000,1080,3,1.0
4,2008,182000,1609,3,2.5
4,2008,115000,890,3,1.0
4,2008,172900,1549,3,2.5
4,2008,205000,1812,3,2.5
4,2008,176000,1978,4,2.5
4,2008,135750,952,2,1.0
4,2008,141000,1100,3,1.0
4,2008,119000,1252,3,1.0
4,2008,133000,1104,3,1.0
4,2008,110000,773,2,1.0
4,2008,140000,1558,3,1.5
4,2008,186000,1312,3,1.5
4,2008,127500,1278,4,1.0
4,2008,115000,789,2,1.0
4,2008,130000,2350,4,2.0
4,2008,129500,2058,3,1.5
4,2008,163000,1912,3,2.0
4,2008,106900,1290,3,1.5
4,2008,105000,1342,2,2.0
4,2008,113000,1013,3,1.0
4,2008,115000,1216,3,1.0
4,2008,79000,896,2,1.0
4,2008,129900,1774,2,2.0
4,2008,120000,1308,2,2.0
4,2008,245000,1524,3,2.0
4,2008,241500,1363,2,1.0
4,2008,99600,864,2,1.0
4,2008,119000,1367,4,1.0
4,2008,79000,1096,2,1.0
4,2008,226500,1626,3,2.5
4,2008,110000,924,3,1.0
4,2008,208900,1493,3,2.0
4,2008,210000,1436,3,2.0
4,2008,123000,1092,3,1.0
4,2008,165000,1033,3,1.0
4,2008,137500,1181,3,2.0
4,2008,96000,1137,4,1.5
4,2008,135500,1393,3,1.5
4,2008,98000,864,2,1.0
4,2008,168000,1424,2,2.0
4,2008,91000,790,2,1.0
4,2008,263400,2161,3,2.5
4,2008,236500,1898,3,2.5
4,2008,294000,1537,3,2.0
4,2008,293077,1646,3,2.0
4,2008,172500,1442,3,2.5
4,2008,160500,1189,2,2.0
4,2008,128500,816,2,1.0
4,2008,137500,889,3,1.0
5,2008,176500,1414,3,1.0
5,2008,237500,2117,4,2.5
5,2008,195500,1604,3,2.5
5,2008,115000,1474,3,1.0
5,2008,180000,1523,3,2.0
5,2008,123000,864,3,1.0
5,2008,143000,1456,4,2.5
5,2008,383000,1950,2,2.0
5,2008,219990,1576,2,2.0
5,2008,191000,1504,2,2.0
5,2008,213000,1986,4,2.5
5,2008,186500,1792,3,2.5
5,2008,225000,2322,4,2.5
5,2008,185900,1651,3,2.5
5,2008,240000,1578,3,2.0
5,2008,250580,1372,3,2.0
5,2008,205950,1665,3,2.5
5,2008,207500,1728,3,2.5
5,2008,175000,1737,3,2.5
5,2008,142000,912,3,1.0
5,2008,165000,1200,2,2.5
5,2008,324000,1719,1,1.5
5,2008,290000,1671,3,3.0
5,2008,174000,1682,3,2.0
5,2008,183000,1427,4,2.0
5,2008,170000,1670,4,1.5
5,2008,174900,1165,3,1.5
5,2008,140000,1114,3,1.0
5,2008,201800,1820,4,2.0
5,2008,136500,1176,3,1.0
5,2008,166800,1570,3,1.0
5,2008,139000,1196,2,1.0
5,2008,116000,882,2,1.0
5,2008,137500,1152,3,1.5
5,2008,114000,1159,3,1.0
5,2008,157000,1253,2,1.5
5,2008,159000,1256,3,1.5
5,2008,136870,1117,3,1.0
5,2008,119164,1656,2,2.0
5,2008,155000,1436,3,2.0
5,2008,147000,1122,2,1.0
5,2008,295000,3493,3,3.0
5,2008,98000,1344,4,1.0
5,2008,114000,1017,2,1.0
5,2008,115500,1093,2,1.0
5,2008,109500,784,2,1.0
5,2008,124000,1210,3,1.0
5,2008,157000,1497,3,2.0
5,2008,68500,520,1,1.0
5,2008,130000,838,2,1.0
5,2008,136000,1536,4,1.5
5,2008,82375,1344,3,2.0
5,2008,148000,1075,3,1.0
5,2008,130000,894,3,1.0
5,2008,153000,1034,3,1.0
5,2008,144900,960,3,1.0
5,2008,177000,1357,2,1.0
5,2008,262280,2329,4,2.5
5,2008,248500,1615,3,2.0
5,2008,200000,1688,4,2.5
5,2008,226001,1418,3,2.0
5,2008,231500,1792,3,2.5
5,2008,235000,1823,3,2.5
5,2008,158000,1174,3,1.0
5,2008,127000,864,3,1.0
5,2008,255900,2290,4,2.5
5,2008,149300,848,1,1.0
5,2008,141000,848,1,1.0
5,2008,85000,796,2,1.0
5,2008,135000,1127,3,1.5
5,2008,91900,784,2,1.0
5,2008,99000,930,2,1.0
5,2008,130500,1200,3,1.0
5,2008,135000,1470,4,2.0
5,2008,189000,2601,4,3.5
5,2008,104000,1091,2,1.0
5,2008,381000,3447,4,3.5
5,2008,311500,1954,3,1.5
5,2008,99500,912,2,1.0
5,2008,80900,1049,2,1.0
5,2008,287000,2898,2,2.0
5,2008,167500,1394,3,2.5
5,2008,129500,1475,4,2.0
6,2008,206900,2112,4,2.5
6,2008,188000,1658,3,2.5
6,2008,325000,2504,4,2.5
6,2008,226500,1688,2,2.0
6,2008,175500,1422,3,2.0
6,2008,146900,1308,3,1.5
6,2008,306000,2340,4,2.5
6,2008,133000,1792,4,3.0
6,2008,385000,2084,2,2.0
6,2008,460000,2790,4,2.5
6,2008,250000,2088,4,2.5
6,2008,284000,1575,2,2.0
6,2008,192000,1367,2,2.0
6,2008,370967,1800,2,2.0
6,2008,234250,1342,2,2.0
6,2008,315000,2630,4,2.5
6,2008,291000,2172,4,2.5
6,2008,279500,2125,4,2.5
6,2008,290000,2501,4,2.5
6,2008,235128,1580,3,2.0
6,2008,256000,1660,3,2.0
6,2008,146000,1175,3,1.0
6,2008,159000,1114,3,1.5
6,2008,179200,1294,3,2.0
6,2008,187000,1710,3,2.5
6,2008,290000,2683,4,2.5
6,2008,372500,2786,4,2.5
6,2008,178000,1245,1,2.0
6,2008,305000,1557,2,2.0
6,2008,170000,1404,3,2.5
6,2008,223000,1789,3,2.5
6,2008,162500,1232,3,2.0
6,2008,150000,2944,3,3.0
6,2008,240000,2614,4,2.5
6,2008,141000,1464,4,1.5
6,2008,168500,1350,3,1.5
6,2008,112900,1036,3,1.0
6,2008,163000,1362,3,1.5
6,2008,185000,1440,2,2.0
6,2008,166000,1392,3,1.5
6,2008,136000,1080,3,1.0
6,2008,139000,952,2,1.0
6,2008,139000,1436,3,1.0
6,2008,139000,1044,3,1.5
6,2008,148000,1081,3,1.0
6,2008,155000,1269,3,1.5
6,2008,112500,984,2,1.0
6,2008,105500,832,2,1.0
6,2008,167900,1611,4,1.5
6,2008,73000,764,2,1.0
6,2008,157500,1539,3,2.0
6,2008,256000,2792,5,2.0
6,2008,139500,1456,4,1.5
6,2008,118000,1594,3,2.0
6,2008,200000,2082,3,2.5
6,2008,122250,1740,2,1.0
6,2008,140000,1499,3,1.0
6,2008,112500,928,3,1.0
6,2008,153900,1416,4,1.5
6,2008,128000,1484,3,2.0
6,2008,110000,984,2,1.0
6,2008,81300,808,1,1.0
6,2008,162900,1573,3,2.0
6,2008,128000,1362,3,2.0
6,2008,207000,1848,4,1.5
6,2008,184000,1820,4,2.0
6,2008,161000,1666,3,1.0
6,2008,127500,1609,3,1.0
6,2008,125000,825,2,1.0
6,2008,135000,1469,3,1.0
6,2008,149350,1228,3,1.5
6,2008,185000,1188,1,1.0
6,2008,165000,1383,3,1.0
6,2008,152400,1350,2,1.5
6,2008,144000,904,3,1.0
6,2008,155000,1094,3,1.0
6,2008,260000,2814,4,2.5
6,2008,475000,2276,3,2.0
6,2008,144000,1099,3,1.5
6,2008,207500,1652,3,2.5
6,2008,193000,1790,3,2.5
6,2008,235000,1865,3,2.5
6,2008,230500,2161,3,2.5
6,2008,300000,1786,3,2.0
6,2008,183000,1640,3,2.5
6,2008,207000,1764,3,2.5
6,2008,186500,1445,3,2.0
6,2008,193000,1361,3,2.0
6,2008,144500,848,1,1.0
6,2008,147500,1256,3,1.5
6,2008,176000,1132,2,1.5
6,2008,148000,1072,2,1.0
6,2008,82000,1152,2,2.0
6,2008,82000,1152,2,2.0
6,2008,108000,1292,3,1.5
6,2008,136500,1694,4,2.0
6,2008,231000,1512,3,2.0
6,2008,138000,1603,4,1.0
6,2008,257076,1873,4,1.5
6,2008,120500,816,2,1.0
